calltime,street,crossroad1,crossroad2,geox,geoy,nature,FIRST UNIT DISPATCHED,first Dispatch Time,first unit on the way,first unit there,last unit to leave the scene,primeunit,reptaken,closecode,notes,timeclose,Latitude,Longitude
01/18/2013 19:27:52,1222 S 13TH ST,MARSTELLAR ST,KIDDER ST,2323124.75,173234.97,ALERT NOTIFICATION SHOTSPOTTER,138,01/18/2013 19:28:18,01/18/2013 19:28:48,01/18/2013 19:28:43,01/18/2013 23:51:42,306,306,RARR,"SHOTS FIRED AT 1222 S 13TH ST AT 19:25:42 01/18/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7530. (34.2210736241,-77.9313432403)  [01/18/13 19:28:01 JAB]  {138} IN THE AREA  [01/18/13 19:28:46 WHR]  {291} MCRAE  [01/18/13 19:28:51 WHR]  {138} GETTING OUT WITH SUBJ 13TH/KIDDER  [01/18/13 19:30:09 WHR]  {138} RUNNING SOUTH  [01/18/13 19:30:28 WHR]  {138} JUMPED BARB WIRED FENCE INTO BLDG, B.M GRAY HOODIE BACKPACK  [01/18/13 19:30:56 WHR]  {138} LOCKED IN BARB WIRE FENCE  [01/18/13 19:31:27 WHR]  {SABLE2} COPY....WE`LL SWITCH TO CHAN 1 AND ADVISE WHEN WE ARE AIRBORN  [01/18/13 19:31:41 JAB]  {138} RUNNING TOWARDS 15TH  [01/18/13 19:31:48 WHR]  {78} MARSTELLAR  [01/18/13 19:31:53 WHR]  {235} MAR.13TH  [01/18/13 19:33:03 WHR]  {325} 13TH/MARTIN  [01/18/13 19:34:14 WHR]  {291} 15TH/MARST  [01/18/13 19:34:20 WHR]  {701} 13TH/MARST  [01/18/13 19:34:59 WHR]  {78} 15TH/MARTIN  [01/18/13 19:36:50 WHR]  BOLOD NHS A15 COPY  [01/18/13 19:39:15 BNR]  {306} 14TH/MARTIN  [01/18/13 19:39:16 WHR]  {291} HAVE TWO SUBJS APPROACHING MY CAR  [01/18/13 19:40:53 WHR]  {291} NOT RELATED, 1014 REF LEAVING AREA  [01/18/13 19:41:11 WHR]  {138} HAVE GATE OPEN, ABOUT TO MAKE ENTRY GOING IN BETWEEN THE BLDG AND STORAGE UNIT  [01/18/13 19:42:22 WHR]  {SABLE2} DIRECT  [01/18/13 19:42:27 WHR]  {138} DOG ON GROUND, 263 IS WITH US  [01/18/13 19:43:20 WHR]  {138} HEADING EAST  [01/18/13 19:44:36 WHR]  {138} GOING INTO PVA OF PANIC ATTACK  [01/18/13 19:45:21 WHR]  {SABLE2} HAVE HOT AREA IN A BUSH NEXT TO THE DOG TRACKING  [01/18/13 19:45:59 WHR]  {SABLE2} MORE EAST  [01/18/13 19:46:25 WHR]  UNIT CALLED 10-3  [01/18/13 19:46:30 WHR]  {206} NEED ANOTHER CAR AT PANIC ATTACK  [01/18/13 19:47:40 WHR]  {263} LIFT 10-3...EMS NON 10-18  [01/18/13 19:48:11 WHR]  {78} OUT WITH 206  [01/18/13 19:48:21 WHR]  [Medical Priority Info] PROBLEM: unknown   # PATS: 255   AGE: Unknown Range   SEX: Unknown   CONSCIOUS: Unknown   BREATHING: Unknown   RESPONSE: Delta  [01/18/13 19:49:44 WHR]  [Medical Priority Update] Medical Priority reconfigured event from  to 21-D-02.   RESPONSE: Delta  [01/18/13 19:49:44 WHR]  [EMS] {EMS31} COPY  [01/18/13 19:50:31 SEM]  {306} FLIP VIDEO PLAYER KA092240003  [01/18/13 19:55:11 WHR]  {306} HOLLOWAY,TAIQUAN 02051992  27-30462271  [01/18/13 19:55:53 WHR]  {306} 10-72  [01/18/13 19:56:01 WHR]  {78} NEED ID AT PANIC ATTACK  [01/18/13 19:56:59 WHR]  HOLLOWAY 10-10 NCAWARE  [01/18/13 19:57:41 WHR]  {530} COPY  [01/18/13 19:58:30 JAB]  {235} 10-8  [01/18/13 19:58:59 JAB]  {78} LIFT PERIMETER  [01/18/13 19:59:16 WHR]  {78} 1084 RECOVERED  [01/18/13 20:01:57 WHR]  {306} OCA  [01/18/13 20:03:10 WHR]  {530} 10-23, OCA  [01/18/13 20:11:12 JAB]  {530} CROSS REFERENCE THIS OCA WITH THE X62....2013-002566  [01/18/13 20:18:55 JAB]  {530} CLEAR FROM PANIC ATTACK, 10-17 NHRMC FOR FOLLOW UP, AND THEN WILL BE 10-17 BACK TO ORIGINAL LOCATION OF 10-96A TRAFFIC.  [01/18/13 20:34:36 JAB]  {530} 10-8 FROM 10-96....  [01/18/13 20:46:29 JAB]  {23} OUT WITH VICTIM IN RM 16, ID WITH VICTIMS VEHICLE IN THE PVA  [01/18/13 20:52:47 WHR]  charges: firearm by felon, poss stolen firearm, ccw, discharge firearm in city limits, and 1 x90 served.  [01/18/13 23:51:00 Unit:306]  ",01/18/2013 23:51:45,34.22107362,-77.93134324
01/21/2013 14:15:42,1108 RANKIN ST,N 11TH ST,N 12TH ST,2321774,180520.45,ALERT NOTIFICATION SHOTSPOTTER,236,01/21/2013 14:16:26,01/21/2013 14:16:40,01/21/2013 14:20:26,01/21/2013 14:25:06,236,      ,ACOM,"SHOTS FIRED AT 1108 RANKIN ST AT 14:13:52 01/21/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7548. (34.2414468406,-77.9358122752)  [01/21/13 14:15:53 LEM]  have a caller now..she is advising shots fired on the 11th st area...x83 lives on 10th st  [01/21/13 14:16:11 LEM]  x83 heard 3 or 4 shots..  [01/21/13 14:16:18 LEM]  x83 did not see anyone..  [01/21/13 14:16:27 LEM]  my x83 is a con cit....512-0722  [01/21/13 14:16:38 LEM]  x83 adv she hears voices now...  [01/21/13 14:16:51 LEM]  x83 lives in the area of 10th/campbell  [01/21/13 14:17:04 LEM]  x83 adv some subjs are outside...but they don`t appear to be involved ...  [01/21/13 14:17:39 LEM]  101  ADV  [01/21/13 14:17:48 JLH]  {101} COVIL AND RANDALL  [01/21/13 14:17:56 JLH]  {101} southeast corner of 11th/rankin  [01/21/13 14:19:49 JLH]  {250} in the area  [01/21/13 14:21:30 JLH]  {276} saw and heard bang..older yellow car on the corner....  [01/21/13 14:22:56 JLH]  {112} 1108 rankin ..adv car backfired  [01/21/13 14:23:06 JLH]  {276} antique car...possibly broken down on rankin  [01/21/13 14:23:21 JLH]  {276} 1930 model a..  [01/21/13 14:23:57 JLH]  ",01/21/2013 14:25:09,34.24144684,-77.93581228
01/24/2013 01:03:58,335 S 3RD ST,ANN ST,NUN ST,2318799.75,176893.2,ALERT NOTIFICATION SHOTSPOTTER,78,01/24/2013 01:04:38,01/24/2013 01:04:48,01/24/2013 01:04:38,01/24/2013 01:14:01,78,      ,ASST,"SHOTS FIRED AT 335 S 3RD ST AT 01:02:15 01/24/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7558. (34.2313944259,-77.9451638075)  [01/24/13 01:04:03 SEM]  {78} 15/CASTLE  [01/24/13 01:04:45 CMM]  recvd a call from 303 s 3rd st.....she heard a gunshot outside of her resd.....cannot see anything or anyone......caller was sharom demas 9103433349, does not wish to meet with officers  [01/24/13 01:05:28 TBK]  {325} CANVASSED AREA UTL  [01/24/13 01:13:49 CMM]  ",01/24/2013 01:14:17,34.23139443,-77.94516381
01/24/2013 17:17:16,1295 MARKET ST,N 12TH ST,N 14TH ST,2322530,178913.42,ALERT NOTIFICATION SHOTSPOTTER,230,01/24/2013 17:18:05,01/24/2013 17:18:10,01/24/2013 17:20:33,01/24/2013 17:37:08,230,      ,UTL ,"SHOTS FIRED AT 1295 MARKET ST AT 17:15:33 01/24/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7563. (34.2367200764,-77.9329013232)  [01/24/13 17:17:21 KRB8]  {230} 17TH/CASTLE  [01/24/13 17:18:20 AJW]  213 NOT ANSWERING  [01/24/13 17:19:24 DJM]  SHOWING ON THE NORTHSIDE OF MARKET ST.........JUST THE WEST OF THE CAT WALK  [01/24/13 17:19:48 KRB8]  Event spawned for NHS Event ID:2013032394  [01/24/13 17:20:07 KRB8]  Event spawned for NHS Event ID:2013032395  [01/24/13 17:20:19 YYP]  213 NOT ANSWERING X3  [01/24/13 17:20:33 DJM]  [LAW] SR16 ADV WILL TRY TO MAKE CONTACT WITH SOMEONE AT THE SCHOOL TO ADV THEM OF SAME  [01/24/13 17:21:01 YYP]  SR16 ADV THAT THERE IS A BASKETBALL GAME GOING ON TONIGHT, OFFICER MELVILLE WITH WPD IS 10-17 TO CHECK ON SAME  [01/24/13 17:24:00 YYP]  {230} WILL BE OUT ON FOOT IN THE AREA OF PRINCESS  [01/24/13 17:24:10 AJW]  {237} 213 is on b  [01/24/13 17:25:34 DJM]  unable to locate anything unusual...basketball game going on in the gym...  [01/24/13 17:36:22 Unit:230]  ",01/24/2013 17:37:08,34.23672008,-77.93290132
01/24/2013 17:20:19,1295 MARKET ST,N 12TH ST,N 14TH ST,2322530,178913.42,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1295 MARKET ST AT 17:15:33 01/24/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7563. (34.2367200764,-77.9329013232)  [01/24/13 17:17:21 KRB8]  {230} 17TH/CASTLE  [01/24/13 17:18:20 AJW]  213 NOT ANSWERING  [01/24/13 17:19:24 DJM]  SHOWING ON THE NORTHSIDE OF MARKET ST.........JUST THE WEST OF THE CAT WALK  [01/24/13 17:19:48 KRB8]  Event spawned for NHS Event ID:2013032394  [01/24/13 17:20:07 KRB8]  ",01/24/2013 17:20:32,34.23672008,-77.93290132
01/27/2013 10:27:50,425 CAMPBELL ST,N 4TH ST,N 5TH AVE,2318803.5,180960.64,ALERT NOTIFICATION SHOTSPOTTER,337,01/27/2013 10:28:48,01/27/2013 10:28:48,01/27/2013 10:31:08,01/27/2013 10:40:17,337,      ,NEGC,"SHOTS FIRED AT 425 CAMPBELL ST AT 10:26:05 01/27/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7569. (34.2425722827,-77.9451794552)  [01/27/13 10:27:57 CCH]  birdseye appears to be the right side of a brick building on the corner  [01/27/13 10:31:29 CCH]  {337} spoke to neighbors...for x14 there is no 425...neighbors did not hear anything  [01/27/13 10:40:14 CSS]  ",01/27/2013 10:40:17,34.24257228,-77.94517946
01/27/2013 10:27:55,425 CAMPBELL ST,N 4TH ST,N 5TH AVE,2318803.5,180960.64,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,single gunshot  [01/27/13 10:28:06 KDS]  ,01/27/2013 10:28:14,,
01/30/2013 20:52:24,1110 QUEEN ST,S 11TH ST,S 12TH ST,2322301.25,175517.33,ALERT NOTIFICATION SHOTSPOTTER,268,01/30/2013 20:54:03,01/30/2013 20:54:20,01/30/2013 20:57:32,01/30/2013 21:06:19,268,      ,UTL ,"SHOTS FIRED AT 1110 QUEEN ST AT 20:49:25 01/30/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7594. (34.2275662423,-77.9342671057)  [01/30/13 20:52:31 LAM]  SHOWING SOUTHEAST CORNER ON 11TH AT QUEEN ST  [01/30/13 20:55:23 MJL]  {268} in the area  [01/30/13 20:57:37 JAD]  {268} talk to some people adv they heard the shots.....  [01/30/13 21:00:23 EEB]  {268} x12 will look for casing  [01/30/13 21:00:31 EEB]  {268} utl  [01/30/13 21:06:15 EEB]  ",01/30/2013 21:06:22,34.22756624,-77.93426711
02/02/2013 07:05:08,44 BLOUNTS ALY,PRINCESS ST,MARKET ST,2319963.75,178803.61,ALERT NOTIFICATION SHOTSPOTTER,133,02/02/2013 07:05:35,02/02/2013 07:05:55,02/02/2013 07:09:58,02/02/2013 07:23:13,133,      ,ACOM,"SHOTS FIRED AT 44 BLOUNTS ALLEY AT 07:02:20 02/02/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7598. (34.2365889459,-77.9413087997)  [02/02/13 07:05:11 KRS]  {304} don`t see anything in area  [02/02/13 07:13:00 LBA]  {133} pole mf55l ....transformer is discolored have progress energy ck same  [02/02/13 07:15:41 LBA]  PROGRESS ENERGY HAS BEEN ADV  [02/02/13 07:19:11 DJM]  citizen walking dog advised he didn`t think it was gunfire but thought it might have been an explosion  [02/02/13 07:22:51 Unit:133]  ",02/02/2013 07:23:19,34.23658895,-77.9413088
02/02/2013 10:10:58,303 MARSTELLAR ST,S 3RD ST,SIMON ST,2319280,172969.48,ALERT NOTIFICATION SHOTSPOTTER,279,02/02/2013 10:11:56,02/02/2013 10:12:19,02/02/2013 10:16:12,02/02/2013 10:23:18,127,      ,INFO,"SHOTS FIRED AT 303 MARSTELLAR ST AT 10:08:28 02/02/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7600. (34.2204698077,-77.9439747492)  [02/02/13 10:11:01 KRS]  {127} group of 4 subjs 4th/marsteller  [02/02/13 10:16:43 LBA]  {127} subjs adv they heard it closes to 3rd st  [02/02/13 10:18:45 LBA]  {127} unable to locate source  [02/02/13 10:23:16 LBA]  ",02/02/2013 10:23:21,34.22046981,-77.94397475
02/03/2013 18:56:19,1279 DOCK ST,S 12TH ST,S 13TH ST,2322520,178477.52,ALERT NOTIFICATION SHOTSPOTTER,328,02/03/2013 18:56:37,02/03/2013 18:56:41,02/03/2013 18:57:43,02/03/2013 19:04:57,328,      ,NEGC,"SHOTS FIRED AT 1279 DOCK ST AT 18:53:43 02/03/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7665. (34.2355992139,-77.9329710353)  [02/03/13 18:56:23 SEM]  {78} out w/ 4 bm...12th/mkt  [02/03/13 18:59:55 DHA]  {78} 13 to 14 yoa juv...no weapons in possessions...clear  [02/03/13 19:02:08 DHA]  ",02/03/2013 19:05:01,34.23559921,-77.93297104
02/05/2013 22:03:04,1100 RODERICK ALY,MARSTELLAR ST, ,2319006,172917.97,ALERT NOTIFICATION SHOTSPOTTER,206,02/05/2013 22:04:00,02/05/2013 22:04:11,02/05/2013 22:05:12,02/05/2013 22:27:40,356,      ,UNFD,"appears to be the very end of the alley in the wooded area  [02/05/13 22:04:02 ACD]  SHOTS FIRED AT RODERICK ALLEY AT 22:00:31 02/05/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7683. (34.2211853905,-77.9450281283)  [02/05/13 22:04:30 MJL]  {234} CAR TURNED OFF MARSTELLAR AT 3RD  [02/05/13 22:04:43 MJL]  {234} AEV2068...POSS 60, RED PARTHFINDER 3RD/WOOSTER  [02/05/13 22:05:03 MJL]  {295} FENCE COVERS THE FENCE AT THE END OF RODERICK ALY  [02/05/13 22:09:11 MJL]  MICHELLE CALLING THIS DUP NOTE IN (919) 749-4039  [02/05/13 22:09:55 MJL]  ",02/05/2013 22:27:40,34.22118539,-77.94502813
02/06/2013 10:44:33,174 DOCK ST,S FRONT ST,S 2ND ST,2318106.5,177893.84,ALERT NOTIFICATION SHOTSPOTTER,216,02/06/2013 10:46:04,02/06/2013 10:46:17,02/06/2013 10:46:08,02/06/2013 10:51:51,216,      ,MRES,"SHOTS FIRED AT 174 DOCK ST AT 10:41:13 02/06/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7687. (34.2340240803,-77.947593236)  [02/06/13 10:45:00 YYP]  SINGLE GUNSHOT  [02/06/13 10:45:51 YYP]  WILL BE TRANSFORMER FUSE BLEW AT THIS LOCATION PER UNIT ARRIVAL  [02/06/13 10:47:41 KDK]  POLE NUMBER  LW76L  [02/06/13 10:48:33 KDK]  ",02/06/2013 10:51:55,34.23402408,-77.94759324
02/06/2013 18:36:33,803 MCRAE ST,FANNING ST,BLADEN ST,2320456.25,181915.94,ALERT NOTIFICATION SHOTSPOTTER,284,02/06/2013 18:37:15,02/06/2013 18:37:40,02/06/2013 18:38:28,02/06/2013 18:52:37,284,      ,ASST,"SHOTS FIRED AT 803 MCRAE ST AT 18:34:04 02/06/2013: 2 ROUNDS; SHOTSPOTTER FLEX ID 7689. (34.2451669807,-77.9398563454)  [02/06/13 18:36:52 YYP]  MULTIPLE SHOTS  [02/06/13 18:37:16 YYP]  {128} KERR/MARKET  [02/06/13 18:38:07 SAP]  {284} KERR/MARKET  [02/06/13 18:38:13 SAP]  {263} IN THE AREA  [02/06/13 18:38:32 SAP]  ",02/06/2013 18:52:37,34.24516698,-77.93985635
02/06/2013 19:01:57,833 MCRAE ST,FANNING ST,BLADEN ST,2320464.25,182024.31,ALERT NOTIFICATION SHOTSPOTTER,263,02/06/2013 19:03:32,02/06/2013 19:03:32,02/06/2013 19:06:09,02/06/2013 19:14:18,263,      ,UTL ,"SHOTS FIRED AT 833 MCRAE ST AT 18:59:28 02/06/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7690. (34.2455893623,-77.9399686741)  [02/06/13 19:02:02 CMM]  {263} STEPPING OUT WITH SUBJ ON N 8TH  [02/06/13 19:06:23 AGS]  {263} X38 X4  [02/06/13 19:10:11 AGS]  {263} UTL  [02/06/13 19:14:17 AGS]  ",02/06/2013 19:14:21,34.24558936,-77.93996867
02/08/2013 08:13:04,1185 CHESTNUT ST,N 11TH ST,N 12TH ST,2322016,179651.67,ALERT NOTIFICATION SHOTSPOTTER,248,02/08/2013 08:13:34,02/08/2013 08:13:42,02/08/2013 08:17:11,02/08/2013 08:57:55,248,248,REPT,"SHOTS FIRED AT 1185 CHESTNUT ST AT 08:10:36 02/08/2013: 5 ROUNDS; SHOTSPOTTER FLEX ID 7694. (34.2387229243,-77.9345861627)  [02/08/13 08:13:18 LEM]  FROM THE CORNER OF CHESTNUT/12TH ...IN FRONT OF A RESIDENCE THERE  [02/08/13 08:14:24 LEM]  another call ref same..behind folks cafe...possibly 6 shots....my x83 calling from nhhs pva.....towards grace st....my x83 is susan cassidy...9102286610  [02/08/13 08:14:52 JLH]  Event spawned for NHS Event ID:2013051471  [02/08/13 08:15:17 KMK]  sent to NHS ref to being in the area of NHHS  [02/08/13 08:15:29 KMK]  INFO GIVEN ON OPS  [02/08/13 08:15:55 KDS]  {26} in the area  [02/08/13 08:17:15 KMK]  [LAW] SR10 ADV  [02/08/13 08:17:46 MBH]  [LAW] SR16 AND SR32 ADV... KEEP UPDATED  [02/08/13 08:19:06 MBH]  all units in the area atl  [02/08/13 08:21:13 KMK]  {26} all units in the area utl anything so far still investigating .....construction crew in the area speaking with same  [02/08/13 08:24:29 KMK]  [LAW] C10  ADV OF LOCK DOWN  TRAFFIC  [02/08/13 08:27:26 LNY]  [LAW] {S10} 17th/dawson  [02/08/13 08:32:21 LNY]  {112} unable to locate anything ....  [02/08/13 08:32:41 KMK]  {26} 10-4 to clear the lockdowns area is secure  [02/08/13 08:33:11 KMK]  SHOTSPOTTER SHOWING RECLASSIFIED AS GUNSHOT OR FIRECRACKER  [02/08/13 08:33:55 LEM]  {248} located spent shell casing ....recieved info that it was poss someone that was in the area earlier .....atl same  [02/08/13 08:45:03 KMK]  [LAW] C10 ADV  [02/08/13 08:48:27 LNY]  {112} schools do not have to be on lock down .....248 has collected the shell casings and will be doing a report  [02/08/13 08:49:41 KMK]  [LAW] SR10 ADV OF SAME  [02/08/13 08:50:34 MBH]  {248} black camry was apparently shot at .... the shell casings were located by the trash can of the mini mart on the corner  [02/08/13 08:51:09 KMK]  {248} no suspect info .... it was caught on video at the store....you can see the veh driving by and being shot at but you cannot see the suspects ....  [02/08/13 08:52:10 KMK]  [LAW] C10  ADV BY  1021  [02/08/13 08:53:06 LNY]  ",02/08/2013 08:57:56,34.23872292,-77.93458616
02/08/2013 12:40:08,467 S 4TH ST,NUN ST,CHURCH ST,2319263.75,176325.36,ALERT NOTIFICATION SHOTSPOTTER,292,02/08/2013 12:40:26,02/08/2013 12:40:29,02/08/2013 12:42:14,02/08/2013 12:46:54,292,      ,INFO,"SHOTS FIRED AT 467 S 4TH ST AT 12:37:43 02/08/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7695. (34.2298478936,-77.9435368344)  [02/08/13 12:40:22 LEM]  POSSIBLY COMING FRM BEHIND A RESIDENCE ON THE CORNER...ON 4TH ..AT CHURCH ..APPROX 3 HOUSES IN FROM THE CORNER FROM CHURCH  [02/08/13 12:41:31 LEM]  Event spawned for NHS Event ID:2013051928  [02/08/13 12:41:50 LEM]  SR11 NOTIFIED  [02/08/13 12:41:49 MBH]  call sent to county ref school in the area  [02/08/13 12:42:08 LEM]  {22} in the area on bike  [02/08/13 12:42:19 KMK]  [LAW] {SR32} from nhhs  [02/08/13 12:42:58 MBH]  CALLING ST MARY`S REF PREMISE NOTE  [02/08/13 12:44:04 LEM]  {22} 417 and 419 on the path behind the resd  [02/08/13 12:44:14 KMK]  {22} 4 subjs in a shed  [02/08/13 12:44:35 KMK]  [LAW] {SR11} direct  [02/08/13 12:44:38 MBH]  ST MARY`S IS GOING ON LOCKDOWN PER SUSAN AT THE FRONT OFFICE ..  [02/08/13 12:45:06 LEM]  {22} 10-22 school lockdowns it was a fire work per the males 22 is out with  [02/08/13 12:45:41 KMK]  St Mary`s was advised that it will be fireworks  [02/08/13 12:46:27 LEM]  {22} subjs were cleaning out the shed and found fireworks, they set one off ...info given  [02/08/13 12:46:51 KMK]  ",02/08/2013 12:46:56,34.22984789,-77.94353683
02/08/2013 13:09:42,967 QUEEN ST,S 9TH ST,S 10TH ST,2321594.25,175549.63,ALERT NOTIFICATION SHOTSPOTTER,274,02/08/2013 13:11:04,02/08/2013 13:11:34,02/08/2013 13:13:50,02/08/2013 13:16:13,274,      ,UNFD,"SHOTS FIRED AT 967 QUEEN ST AT 13:07:04 02/08/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7696. (34.2275302462,-77.9361366204)  [02/08/13 13:09:56 LEM]  ON QUEEN ST ...ON THE CORNER CLOSESTS TO 10TH ..WILL BE COMING FROM THE AREA A RESIDENCE THERE  [02/08/13 13:10:36 LEM]  RECLASSIFIED AS A GUNSHOT OR FIRECRACKER ****@ 1307  [02/08/13 13:11:26 LEM]  Event spawned for NHS Event ID:2013051972  [02/08/13 13:14:14 LEM]  call sent to NHS ref proximity to Gregory Elementary ************  [02/08/13 13:14:30 LEM]  {274} RESDS IN AREA ADV FIRECRACKER  [02/08/13 13:15:22 KDS]  [LAW] SR10 ADVISED  [02/08/13 13:15:46 JLH]  ",02/08/2013 13:16:14,34.22753025,-77.93613662
02/10/2013 01:31:05,799 S 7TH ST/WOOSTER ST, , ,2320643,174956.95,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 686 US-76 W AT 01:28:02 02/10/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7702. (34.2257922834,-77.9396167494)  [02/10/13 01:31:32 CAH3]  Linked Events 2013-054087 (346) to 2013-054088 (347)  [02/10/13 01:35:10 JLN]  [LAW] {117} BEING FLAGGED DOWN 800 S 7TH  [02/10/13 01:35:16 JAD]  [LAW]  per shot spotter map...appears its coming from the front porch of 620 wooster st  [02/10/13 01:36:45 JLN]  [LAW] {117} X27 34657452  [02/10/13 01:42:11 JAD]  [LAW] {117}  TURNER, DARIUS MIKEL    10/20/1991  BLACK  MALE  34657452 NC  811 MARTIN ST  WILMINGTON, NC 28401    NEW HANOVER  12CR708732  OFA - OTHER  POSS MTBV/U-WN BY 19/20  NCAWARE    ELECTRONIC  [02/10/13 01:43:21 JAD]  [LAW] {117} X72  [02/10/13 01:44:22 JAD]  ",02/10/2013 01:45:19,34.22579228,-77.93961675
02/12/2013 00:36:40,448 N 13TH ST,WALNUT ST,RANKIN ST,2322442.25,180375.36,ALERT NOTIFICATION SHOTSPOTTER,328,02/12/2013 00:37:19,02/12/2013 00:37:19,02/12/2013 00:37:45,02/12/2013 01:28:21,328,      ,UTL ,"SHOTS FIRED AT 448 N 13TH ST AT 00:34:12 02/12/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7712. (34.2408109124,-77.9331047433)  [02/12/13 00:36:42 SEM]  {328} HEARD IT FROM DOCK  [02/12/13 00:37:56 JAB]  {328} IN THE AREA  [02/12/13 00:37:59 JAB]  {328} ARRIVAL, OUT ON FOOT  [02/12/13 00:39:05 JAB]  {291} I HEARD IT FROM THE STATION AND AM EN ROUTE  [02/12/13 00:39:33 JAB]  {343} IN THE AREA  [02/12/13 00:40:24 JAB]  Linked Events 2013-056654 (839) to 2013-056656 (841)  [02/12/13 00:41:14 JAB]  ",02/12/2013 01:28:22,34.24081091,-77.93310474
02/16/2013 15:09:44,568 NUTT ST,RED CROSS ST,ESTELL LEE PL,2317335,180606.23,ALERT NOTIFICATION SHOTSPOTTER,361,02/16/2013 15:10:50,NULL,NULL,02/16/2013 15:12:10,361,      ,ACOM,"SHOTS FIRED IN THE VICINITY OF 568 NUTT ST AT 15:09:08 02/16/2013: 4 ROUNDS; SHOTSPOTTER FLEX ID 7739. (34.2415845625,-77.9501213239)  [02/16/13 15:09:48 KRS]  SHOWING IN THE PVA ON THE EAST SIDE OF NUTT ST  [02/16/13 15:11:02 KRB8]  multiple gun shots  [02/16/13 15:11:07 KRS]  2ND PARKING SPOT FROM THE ROAD IN THE MOST NORTH ROW  [02/16/13 15:11:32 KRB8]  133 IS X23 DOING X31.....WILL BE X96 FROM COUNTY RANGE  [02/16/13 15:11:49 LLH]  ",02/16/2013 15:12:10,34.24158456,-77.95012132
02/17/2013 02:44:25,156 S 2ND ST,CHURCH ALY,ORANGE ST,2318193.5,177561.5,ALERT NOTIFICATION SHOTSPOTTER,705,02/17/2013 02:45:05,02/17/2013 02:45:24,02/17/2013 02:45:08,02/17/2013 02:49:07,705,      ,ASST,"SHOTS FIRED AT 156 S 2ND ST AT 02:44:08 02/17/2013: 8 ROUNDS; SHOTSPOTTER FLEX ID 7760. (34.2332386523,-77.9471699431)  [02/17/13 02:44:44 LMS]  {23} IM IN THE AREA OF S 2ND, THE X96A AND I DIDN`T HEAR ANYTHING. WILL BE CHECKING THE AREA  [02/17/13 02:45:23 LMS]  {23} BELLIEVE IT MIGHT BE COMING FROM A VEH.. I WAS A FEW FEET AWAY FROM IT AN  I DIDNT HEAR ANYTHING  [02/17/13 02:46:22 BNR]  another call heard aprox 4-5 shots in the area of 110 Orange St... sounded like it was coming from 2nd/Orange st... Amber Steagall 910-200-8631***  [02/17/13 02:46:38 AGS]  HEARD AT LEAST FOUR SHOTS.....SOUNDED LIKE IT WAS COMING FROM ANN OR ORANGE  [02/17/13 02:45:53 MRS3]  [02/17/13 02:47:33 BNR]  {23} BLACK INFINTI MULTIPLE OCC.  [02/17/13 02:47:56 BNR]  {23} EVERYTHING IS 10-4  [02/17/13 02:49:05 BNR]  ",02/17/2013 02:49:14,34.23323865,-77.94716994
02/17/2013 19:15:28,747 CASTLE ST,S 7TH ST,S 8TH ST,2320675.5,175915.22,ALERT NOTIFICATION SHOTSPOTTER,127,02/17/2013 19:16:35,02/17/2013 19:16:35,02/17/2013 19:20:09,02/17/2013 19:31:56,127,      ,UTL ,"SHOTS FIRED AT 747 CASTLE ST AT 19:14:45 02/17/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7777. (34.2285468477,-77.9391532261)  [02/17/13 19:15:55 JAB]  {306} IM ABOUT BY THE BARBER SHOP  [02/17/13 19:20:20 LMS]  {306} UTL ANYTHING  [02/17/13 19:31:50 LMS]  ",02/17/2013 19:31:58,34.22854685,-77.93915323
02/17/2013 19:15:31,749 CASTLE ST,S 7TH ST,S 8TH ST,2320685.75,175885.2,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 747 CASTLE ST AT 19:14:45 02/17/2013: 1 ROUND; SHOTSPOTTER FLEX ID 7777. (34.2285468477,-77.9391532261)  [02/17/13 19:15:48 AGS]  ",02/17/2013 19:16:32,34.22854685,-77.93915323
